name,email,phone,website,address,city,country,country_code,category,type,notes,aum,aum_date,tier,pipeline_stage,priority,aum_source
"UBS Fund Management (Luxembourg) S.A.",,,"www.ubs.com","33A avenue J.F. Kennedy","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B36822 | Entity Type: UCITS Management Company | Status: Active","1200000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Wellington Management Company LLP, Luxembourg Branch",,,"www.wellington.com","33A avenue J.F. Kennedy","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B198596 | Entity Type: UCITS Management Company | Status: Active","1200000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Natixis Investment Managers Luxembourg S.A.",,,"www.im.natixis.com","2 rue Jean Monnet","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B115349 | Entity Type: UCITS Management Company | Status: Active","1100000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"DWS Investment S.A.",,,"www.dws.com","2 boulevard Konrad Adenauer","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B14264 | Entity Type: UCITS Management Company | Status: Active","902000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"AXA Investment Managers Luxembourg",,,"www.axa-im.com","49 avenue J.F. Kennedy","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B45447 | Entity Type: UCITS Management Company | Status: Active","850000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Schroders Investment Management (Luxembourg) S.A.",,,"www.schroders.com","5 rue Höhenhof","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B37647 | Entity Type: UCITS Management Company | Status: Active","800000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Fidelity International",,,"www.fidelityinternational.com","2a rue Albert Borschette","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B88635 | Entity Type: UCITS Management Company | Status: Active","755000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Aberdeen Standard Investments Luxembourg S.A.",,,"www.aberdeenstandard.com","35A avenue J.F. Kennedy","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B120028 | Entity Type: UCITS Management Company | Status: Active","650000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Allianz Global Investors GmbH, Luxembourg Branch",,,"www.allianzgi.com","6B route de Trèves","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B88119 | Entity Type: UCITS Management Company | Status: Active","639000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"BNP Paribas Asset Management Luxembourg",,,"www.bnpparibas-am.lu","33 rue de Gasperich","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B26056 | Entity Type: UCITS Management Company | Status: Active","578000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"M&G Luxembourg S.A.",,,"www.mandg.com","16 boulevard Royal","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B228714 | Entity Type: UCITS Management Company | Status: Active","380000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Pictet Asset Management (Europe) S.A.",,,"www.pictet.com","15 avenue J.F. Kennedy","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","CSSF Registration: B32060 | Entity Type: UCITS Management Company | Status: Active","240000","2024-12-31","Tier 1","lead","MEDIUM","Estimé"
"Candriam Luxembourg S.C.A.",,,"www.candriam.com","19-21 route d'Arlon","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","150000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Edmond de Rothschild Asset Management (Luxembourg)",,,"www.edmond-de-rothschild.lu","4 rue Robert Stumper","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","120000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"KBC Asset Management S.A.",,,"www.kbcam.be","5 Place de la Gare","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","100000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Nordea Investment Funds S.A.",,,"www.nordea.lu","562 rue de Neudorf","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","90000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"NN Investment Partners Luxembourg S.A.",,,"www.nnip.com","2 rue Edward Steichen","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","85000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Lombard Odier Funds (Europe) S.A.",,,"www.lombardodier.com","291 route d'Arlon","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","80000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Union Investment Luxembourg S.A.",,,"www.union-investment.lu","308 route d'Esch","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","75000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Robeco Luxembourg S.A.",,,"www.robeco.lu","5 rue Höhenhof","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","70000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Generali Investments Luxembourg S.A.",,,"www.generali-investments.lu","4 rue Jean Monnet","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","65000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"La Française Asset Management Luxembourg",,,"www.la-francaise.com","8-10 rue Mathias Hardt","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","60000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Carmignac Gestion Luxembourg S.A.",,,"www.carmignac.lu","23 avenue de la Porte-Neuve","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","55000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Credit Suisse Fund Management S.A.",,,"www.credit-suisse.com","5 rue Jean Monnet","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","50000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Jupiter Asset Management International S.A.",,,"www.jupiteram.com","5 rue Plaetis","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","45000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Threadneedle Management Luxembourg S.A.",,,"www.columbiathreadneedle.com","44 rue de la Vallée","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","40000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Bluebay Funds Management Company S.A.",,,"www.bluebay.com","5 rue Plaetis","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","35000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Henderson Management S.A.",,,"www.henderson.com","2 rue de Bitbourg","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","30000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"GAM (Luxembourg) S.A.",,,"www.gam.com","1 place de l'Europe","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","28000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"AXA Funds Management S.A.",,,"www.axa-im.lu","49 avenue J.F. Kennedy","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","25000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Flossbach von Storch Invest S.A.",,,"www.fvsinvest.lu","2 rue Jean Monnet","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: UCITS Management Company | Status: Active","22000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Allianz Global Investors Fund Management LLC",,,"www.allianzgi.com","6B route de Trèves","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","20000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Partners Group (Luxembourg) S.A.",,,"www.partnersgroup.com","2 rue Albert Borschette","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","18000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"EQT Fund Management S.à r.l.",,,"www.eqtgroup.com","2 boulevard Konrad Adenauer","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","15000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"CVC Capital Partners SICAV-FIS Management Company S.à r.l.",,,"www.cvc.com","2 rue Edward Steichen","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","12000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Ardian Luxembourg S.A.",,,"www.ardian.com","2 avenue Marie-Thérèse","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","10000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Apollo Global Management Luxembourg S.à r.l.",,,"www.apollo.com","2 boulevard Konrad Adenauer","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","8000","2024-12-31","Tier 2","qualified","LOW","Estimé"
"Permira Advisers Luxembourg S.à r.l.",,,"www.permira.com","2 rue Albert Borschette","Luxembourg","Luxembourg","LU","Luxembourg Asset Manager","fournisseur","Entity Type: AIFM | Status: Active","7000","2024-12-31","Tier 2","qualified","LOW","Estimé"
