name,email,phone,website,address,city,country,country_code,category,type,notes,aum,aum_date,tier,pipeline_stage,priority,aum_source
Credit Suisse Funds AG,cspb.lux@credit-suisse.com,+352 43 61 61 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
DWS,dws.lu@db.com,+352 421018710,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,900000.0,2024-12-31,Tier 1,Prospect,High,Public data
Fidelity International,crm.benelux@fil.com,+352 24 51 49 99,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,750000.0,2024-12-31,Tier 1,Prospect,High,Public data
Franklin Templeton,info.germany.franklintempleton@fisglobal.com,+352 46 66 67 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1500000.0,2024-12-31,Tier 1,Prospect,High,Public data
GIC Private Limited,info@gic-cert.com,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Generali Investments,GILfundInfo@generali-invest.com,+352 22 30 26 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,700000.0,2024-12-31,Tier 1,Prospect,High,Public data
Generali Investments Partners,contact@generali.lu,+352 22 30 26 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,700000.0,2024-12-31,Tier 1,Prospect,High,Public data
Goldman Sachs Asset Management,Secretariat.Luxfunds@In.email,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,2800000.0,2024-12-31,Tier 1,Prospect,High,Public data
HSBC Global Asset Management,lu.info@lu.hsbc.com,+352 48 88 96 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,650000.0,2024-12-31,Tier 1,Prospect,High,Public data
Intermediate Capital Group,CapitalGroup_UKSales@capitalgroup.com,+352 27 17 6237,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,2500000.0,2024-12-31,Tier 1,Prospect,High,Public data
Invesco,Luxembourg-IFDS-MgtCustomerServicesManagers@statestreet.com,+352 27 11 80 00,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1600000.0,2024-12-31,Tier 1,Prospect,High,Public data
J.P. Morgan Asset Management,investor.services@lux-email.jpmorgan.com,+352 34 10 30 60,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,3000000.0,2024-12-31,Tier 1,Prospect,High,Public data
Kuwait Investment Authority,information@kia.gov.kw,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Legal & General Investment Management,citiluxta.jupiter@citi.com,+352 451414328,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1500000.0,2024-12-31,Tier 1,Prospect,High,Public data
Natixis Investment Managers,informations@lu.natixis.com,+352 46 38 16-1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1200000.0,2024-12-31,Tier 1,Prospect,High,Public data
Northern Trust Asset Management,info@ntrseurope.com,+352 27 62 72,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1200000.0,2024-12-31,Tier 1,Prospect,High,Public data
Ontario Teachers' Pension Plan,clientservice@opb.ca,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
PIMCO,PGAL@pimco.com,+352 28 22 92 48,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,2000000.0,2024-12-31,Tier 1,Prospect,High,Public data
Prudential,info@bcl.lu,+352 - 27623410,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
State Street Global Advisors,contact@statestreet.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,4200000.0,2024-12-31,Tier 1,Prospect,High,Public data
T. Rowe Price,info@troweprice.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1400000.0,2024-12-31,Tier 1,Prospect,High,Public data
Temasek Holdings,info@luxtimes.lu,+352 27 44 48 1,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
UBS Asset Management,ubsfsinfo@ubs.com,+352 27 15 60 00,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1200000.0,2024-12-31,Tier 1,Prospect,High,Public data
UBS Fund Management (Switzerland),First.Last@ubs.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Vanguard,olivia.lu@vanguardascendglobal.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,8500000.0,2024-12-31,Tier 1,Prospect,High,Public data
Wellington Management,infofunds@wellington.com,+352 28 48 27 001,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1400000.0,2024-12-31,Tier 1,Prospect,High,Public data
Aberdeen Standard Investments,asi.luxembourg@abrdn.com,+352 26 43 30 00,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,650000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
AllianceBernstein,corporate_secretary@alliancebernstein.com,+352 46 39 36 151,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,750000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Apax Digital,empty-light@2x.png,+352 27 47 81 50,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Apax Partners,empty-light@2x.png,+352 27 47 81 50,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Apollo Global Management,info@aipb.it,+352 20 88 13 01,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Ares Management,empty-light@2x.png,+352 28 55 72 200,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Bain Capital,empty-light@2x.png,+352 26 78 60,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Blackstone,jonathan.gray@gmail.com,+352 661 389,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
British Columbia Investment Management,Luxoversight@columbiathreadneedle.com,+352 26 99 11 05,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
CVC Capital Partners,info@cvc.com,+352 26 47 8367,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Carlyle Group,Investor.service@carlyle.com,+352 26 10 27 47,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Columbia Threadneedle Investments,Luxoversight@columbiathreadneedle.com,+352 46 40 10 70 20,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,600000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Commerzbank Asset Management,info@commerzbank.com,+352 47 79 11,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Crédit Agricole Asset Management,support.ebanking@ca-indosuez.ch,+352 47 67 59 24,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
DEKA INTERNATIONAL,info@deka.lu,+352 34 09 35,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
DekaBank Deutsche Girozentrale,info@dekabank.lu,+352 34 09 35,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Deutsche Asset Management,info@dws.com,+352 421221,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
EQT Partners,empty-light@2x.png,+352 26 73 26,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
EQT Ventures,jsmith@eqtgroup.com,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Janus Henderson Investors,emealatamclientgroupservices@janushenderson.com,+352 26 19 21 24,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,350000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
KKR,info@lei-luxembourg.lu,+352 270 243 100,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
MFS Investment Management,info@mfs-group.co.uk,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,650000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Neuberger Berman,nbaifmlux@nb.com,+352 27 36 55 38,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,450000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Neuberger Berman Private Equity,nbaifmlux@nb.com,+352 27 36 55 38,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,450000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Nordea Asset Management,clientservice.benelux@nordea.com,+352 2786 5100,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Nuveen,infofrankfurt@nuveenglobal.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1200000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
PGIM,empty-light@2x.png,+352 27 62 34 10,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,1400000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Permira,jane.doe@permira.com,+352 26 441 651,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Principal Global Investors,info@dam-lux.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,550000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
SEB Investment Management,contact@sebgroup.lu,+352 26 23 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Schroders,SIMEUInfo@schroders.com,+352 341 342 202,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,800000.0,2024-12-31,Tier 2,Prospect,Medium,Public data
Société Générale Asset Management,contact.sgpwm@socgen.com,+352 47 93 11 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
TPG Capital,empty-light@2x.png,+352 27 00 41 25 10,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Union Investment,empty-light@2x.png,+352 26 401,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
3i Group,empty-light@2x.png,+352 26 29 01,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ABN AMRO INVESTMENT SOLUTIONS,aais.contact@fr.abnamro.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
AIMCo,info@aimco.ca,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
APG Asset Management,sustainability@apg.nl,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
AQR Capital Management,Axel.Weiss@aqr.com,+352 22 30 26 1,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ARVE Fund Management S.A.,info@arve.lu,+352 26 70 11 12,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ATP,atp@atp.etat.lu,+352 33 33 47-1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Accel,contact@accel.lu,+352-621 31 15 55,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Achmea Investment Management,investors@achmea.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Advent International,empty-light@2x.png,+352 28 13 44 200,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Aegon Asset Management,info@lei-luxembourg.lu,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Allan Gray,info@allangray.co.za,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
AlpInvest Partners,info@alpinvest.com,+352 341 342 414,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Andreessen Horowitz,menlopark-info@a16z.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Anima SGR,info@lei-luxembourg.lu,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ardian,luxembourg.contact@ardian.com,+352 27 44 48 1,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ardian Infrastructure,luxembourg.contact@ardian.com,+352 27 44 48 1,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Atomico,Contact@atomico.com,+352 621 218,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Aviva Investors,empty-light@2x.png,+352 40 28 20,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Azimut,info@azimutinvestments.com,+352 26 63 81 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
BC Partners,info@bank.lv,+352 26 99 11 05,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
BHF-BANK,lu.info@lu.hsbc.com,+352 48 88 96 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
BT Pension Scheme,csu@railpen.com,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Balderton Capital,info@lei-luxembourg.lu,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bank J. Safra Sarasin,luxembourg@jsafrasarasin.com,+352 45 47 81 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bankhaus Lampe,info@hal-privatbank.com,+352 45 13 14 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Banque Cantonale Vaudoise,info@bcv.ch,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Banque Cantonale de Genève,info@bcge.ch,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Baupost Group,contact.telecom@post.lu,+352 2424 8004,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bayern LB,info@thebanks.eu,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Belfius Investment Partners,info@belfiusIP.be,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bellevue Asset Management,info@bellevue.ch,+352 22 99 99 57 63,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Benchmark,info@ltb-test.org,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Berenberg,info@berenberg.de,+352 46 63 80-1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bethmann Bank,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Brevan Howard,info@lei-luxembourg.lu,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bridgepoint,luxembourg@bridgepoint.eu,+352 27 86 56,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bridgewater Associates,john.smith@bwater.com,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Brookfield Asset Management,empty-light@2x.png,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Infrastructure,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
CPR Asset Management,po@amundi.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
California Public Employees' Retirement System,empty-light@2x.png,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
California State Teachers' Retirement System,communit@nystrs.org,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Candriam,info@candriam.com,+352 27971,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Canyon Capital Advisors,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Capital Dynamics,empty-light@2x.png,+352 661 261 245,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Carmignac,ariane.tardieu@carmignac.com,+352 46 70 60-1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Centerbridge Partners,empty-light@2x.png,+352 26 20 34 90,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Cerberus Capital Management,info@bank.lv,+352 20 21 38 69,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Cinven,info@cinven.com,+352 26 09 52 00,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Citadel,info@altuscitadel.lu,+352 621 346 261,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Coller Capital,info@collercapital.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Coronation Fund Managers,info@coronationregistrars.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Creandum,info@creandum.comStaffan,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
DE Shaw & Co,empty-light@2x.png,+352 27 18 06 24,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
DNB Asset Management,empty-light@2x.png,+352 45 49 45 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
DZ PRIVATBANK,info.lu@dz-privatbank.com,+352 44903-1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Danske Capital,miob@danskebank.dk,+352 46 12 75 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Degroof Petercam Asset Management,privacy@degroofpetercam.com,+352 45 35 45 1,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Discovery Capital Management,info@discoverycapitalmanagers.com,+352 26 39,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Dorval Asset Management,informations@dorval-am.com,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
EFG Asset Management,infolux@efgbank.com,+352 26 45 41,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ETHENEA Independent Investors S.A.,info@ethenea.com,+352 276 921-10,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Eaton Vance,info@lei-luxembourg.lu,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
