name,email,phone,website,address,city,country,country_code,category,type,notes,aum,aum_date,tier,pipeline_stage,priority,aum_source
Goldman Sachs Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
HSBC Global Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Intermediate Capital Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Invesco,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
J.P. Morgan Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Kuwait Investment Authority,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Legal & General Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Natixis Investment Managers,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Northern Trust Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Ontario Teachers' Pension Plan,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
PIMCO,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Prudential,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
State Street Global Advisors,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
T. Rowe Price,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Temasek Holdings,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
UBS Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
UBS Fund Management (Switzerland),,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Vanguard,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Wellington Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 1,Prospect,High,
Aberdeen Standard Investments,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
AllianceBernstein,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Apax Digital,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Apax Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Apollo Global Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Ares Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Bain Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Blackstone,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
British Columbia Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
CVC Capital Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Carlyle Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Columbia Threadneedle Investments,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Commerzbank Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Crédit Agricole Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
DEKA INTERNATIONAL,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
DekaBank Deutsche Girozentrale,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Deutsche Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
EQT Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
EQT Ventures,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Janus Henderson Investors,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
KKR,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
MFS Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Neuberger Berman,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Neuberger Berman Private Equity,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Nordea Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Nuveen,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
PGIM,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Permira,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Principal Global Investors,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
SEB Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Schroders,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Société Générale Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
TPG Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
Union Investment,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 2,Prospect,Medium,
3i Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ABN AMRO INVESTMENT SOLUTIONS,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
AIMCo,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
APG Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
AQR Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ARVE Fund Management S.A.,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ATP,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Accel,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Achmea Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Advent International,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Aegon Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Allan Gray,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
AlpInvest Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Andreessen Horowitz,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Anima SGR,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ardian,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ardian Infrastructure,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Atomico,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Aviva Investors,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Azimut,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
BC Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
BHF-BANK,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
BT Pension Scheme,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Balderton Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bank J. Safra Sarasin,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bankhaus Lampe,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Banque Cantonale Vaudoise,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Banque Cantonale de Genève,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Baupost Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bayern LB,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Belfius Investment Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bellevue Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Benchmark,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Berenberg,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bethmann Bank,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Brevan Howard,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bridgepoint,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Bridgewater Associates,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Brookfield Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Infrastructure,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
CPR Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
California Public Employees' Retirement System,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
California State Teachers' Retirement System,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Candriam,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Canyon Capital Advisors,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Capital Dynamics,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Carmignac,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Centerbridge Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Cerberus Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Cinven,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Citadel,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Coller Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Coronation Fund Managers,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Creandum,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
DE Shaw & Co,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
DNB Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
DZ PRIVATBANK,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Danske Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Degroof Petercam Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Discovery Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Dorval Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
EFG Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ETHENEA Independent Investors S.A.,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Eaton Vance,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Edmond de Rothschild Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Elliott Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Hedge Fund,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Eurazeo,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Eurizon Capital,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Evli Fund Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Exane Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Farallon Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Federated Hermes,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Florida State Board of Administration,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Flossbach von Storch,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Fortress Investment Group,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Francisco Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Future Fund,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
GAM,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
General Atlantic,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Gimv,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Glenview Capital Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Government Pension Investment Fund,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Greylock Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Groupama Asset Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Hamilton Lane,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Handelsbanken Fonder,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
HarbourVest Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Private Equity,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Hauck & Aufhäuser,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Healthcare of Ontario Pension Plan,,,,,Luxembourg,Luxembourg,LU,Luxembourg AIFM - Institutional,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Helaba Invest,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Hellman & Friedman,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Highland Europe,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
ING Investment Management,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Idinvest Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Ilmarinen,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Index Ventures,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
Insight Partners,,,,,Luxembourg,Luxembourg,LU,Luxembourg UCITS Management Company,Société de gestion,Extracted from ALFI member directory,,,Tier 3,Prospect,Low,
